"cardiac"
141
232
324
416
506
593
673
756
834
908
987
1082
1195
1305
1404
1498
1594
1720
1821
1916
2009
2110
2224
2339
2440
2541
2646
2747
2840
2929
3017
3104
3192
3321
3430
3535
3630
3723
3823
3929
4036
4135
4238
4346
4450
4543
4635
4733
4832
4931
5027
5117
5210
5308
5407
5501
5591
5686
5785
5885
5980
6074
6174
6280
6383
6482
6576
6675
6776
6877
6973
7064
7158
7256
7359
7458
7551
7647
7745
7843
7940
8030
8127
8230
8332
8429
8521
8618
8717
8814
8905
8999
9099
9198
9296
9388
9486
9586
9689
9790
9882
9979
10079
10182
10285
10379
10478
10582
10688
10785
10880
10981
11086
11189
11284
11381
11483
11581
11678
11770
11860
11956
12055
12153
12247
12336
12423
12515
12610
12705
12797
12885
12976
13071
13169
13267
13358
13447
13540
13634
13729
13819
13910
14008
14107
14206
14298
14390
14486
14584
14679
14769
14861
14959
15060
15158
15250
15344
15442
15541
15635
15723
15815
15912
16008
16099
16190
16287
16386
16481
16570
16660
16744
16829
16914
16993
17071
17149
17268
17373
17470
17560
17648
17729
17808
17889
17969
18047
18125
18211
18303
18404
18501
18590
18673
18762
18849
18930
19010
19107
19212
19330
19427
19515
19600
19692
19779
19864
19947
20042
20134
20220
20301
20374
20446
20516
20590
20703
20808
20908
21008
21103
21193
21280
21354
21426
21498
21575
21690
21793
21891
21988
22084
22181
22277
22375
22473
22572
22667
22764
22861
22959
23047
23133
23211
23287
23375
23489
23596
23694
23790
23885
23982
24079
24173
24265
24357
24447
24534
24618
24691
24764
24843
24939
25050
25151
25250
25346
25440
25533
25624
25710
25787
25858
25926
25994
26064
26138
26222
26334
26439
26545
26650
26751
26850
26948
27043
27138
27234
27332
27430
27530
27621
27707
27786
27859
27934
28017
28117
28231
28338
28434
28528
28623
28715
28808
28901
28993
29086
29179
29272
29367
29458
29544
29623
29695
29766
29843
29929
30021
30112
30200
30288
30374
30465
30554
30645
30736
30820
30906
30988
31060
31129
31198
31267
31341
31422
31510
31600
31689
31776
31866
31953
32041
32134
32226
32330
32448
32562
32659
32738
32812
32884
32956
33031
33113
33231
33339
33441
33543
33646
33748
33850
33950
34050
34148
34250
34353
34458
34564
34669
34773
34874
34978
35082
35186
35293
35399
35504
35611
35715
35819
35921
36016
36106
36196
36292
36390
36488
36586
36680
36771
36861
36955
37052
37148
37239
37328
37418
37512
37609
37709
37804
37896
37986
38082
38179
38276
38372
38465
38555
38649
38746
38842
38939
39033
39123
39217
39311
39405
39497
39586
39676
39771
39867
39963
40054
40143
40232
40319
40407
40506
40608
40698
40777
40860
40955
41056
41167
41267
41359
41452
41550
41665
41778
41879
41968
42049
42141
42253
42372
42471
42559
42645
42736
42841
42954
43046
43126
43204
43291
43389
43495
43582
43658
43729
43801
43872
43942
44011
44086
44202
44303
44399
44495
44592
44686
44774
44858
44930
45009
45127
45226
45323
45423
45521
45615
45704
45791
45882
45974
46064
46158
46249
46339
46427
46510
46593
46684
46784
46901
47013
47111
47205
47294
47370
47444
47522
47625
47744
47849
47947
48045
48142
48233
48321
48408
48486
48569
48657
48749
48841
48928
49009
49094
49213
49319
49420
49515
49607
49698
49792
49890
49983
50070
50156
50235
50318
50403
50494
50586
50672
50753
50840
50931
51020
51106
51185
51259
51331
51408
51488
51570
51648
51726
51807
51892
51983
52070
52150
52230
52309
52395
52491
52589
52682
52766
52848
52932
53021
53111
53201
53290
53370
53456
53551
53655
53756
53843
53922
54003
54092
54185
54275
54357
54455
54579
54678
54769
54860
54952
55048
55139
55227
55321
55420
55516
55606
55699
55795
55892
55988
56079
56167
56258
56351
56445
56534
56611
56683
56752
56825
56902
56978
57062
57163
57267
57357
57433
57508
57589
57679
57780
57893
57996
58088
58168
58249
58370
58472
58576
58677
58771
58862
58950
59037
59114
59186
59258
59340
59460
59561
59657
59752
59848
59943
60037
60123
60204
60277
60355
60444
60558
60656
60751
60846
60940
61032
61123
61216
61308
61400
61492
61583
61662
61733
61800
61868
61943
62024
62104
62181
62256
62331
62406
62483
62566
62650
62734
62819
62902
62981
63063
63144
63226
63307
63394
63480
63567
63651
63734
63812
63890
63970
64057
64158
64257
64348
64430
64508
64585
64659
64732
64813
64942
65050
65155
65256
65348
65424
65497
65572
65657
65770
65884
65979
66064
66142
66216
66291
66372
66462
66565
66674
66775
66871
66956
67036
67115
67195
67274
67353
67440
67554
67673
67776
67865
67943
68017
68092
68177
68303
68411
68515
68616
68709
68792
68866
68939
69018
69112
69209
69307
69398
69477
69554
69629
69706
69791
69883
69974
70063
70150
70231
70306
70378
70451
70615
70697
70776
70856
70934
71013
71091
71167
71245
71327
71416
71508
71609
71700
71782
71862
71941
72020
72096
72169
72243
72320
72405
72485
72559
72629
72703
72781
72858
72934
73008
73083
73171
73286
73397
73494
73585
73665
73742
73817
73891
73973
74070
74177
74288
74385
74476
74555
74631
74706
74786
74875
74994
75100
75200
75293
75383
75460
75534
75610
75691
75803
75916
76015
76104
76182
76257
76329
76410
76493
76574
76654
76729
76804
76880
76963
77046
77130
77214
77299
77380
77457
77533
77609
77689
77775
77863
77951
78033
78116
78196
78274
78349
78422
78496
78576
78662
78745
78827
78906
78981
79054
79127
79204
79285
79368
79445
79521
79593
79664
79739
79827
79921
80013
80094
80170
80246
80321
80395
80467
80539
80612
80693
80782
80874
80956
81035
81113
81186
81259
81334
81416
81504
81592
81671
81746
81817
81888
81962
82041
82121
82202
82280
82353
82424
82494
82569
82648
82734
82823
82907
82992
83073
83152
83226
83298
83367
83437
83509
83588
83675
83764
83852
83928
83999
84068
84135
84203
84281
84367
84456
84558
84663
84754
84835
84909
84979
85049
85116
85190
85285
85374
85453
85527
85601
85679
85765
85873
85974
86070
86160
86241
86318
86396
86480
86569
86663
86755
86836
86911
86985
87059
87132
87212
87297
87392
87492
87587
87674
87756
87838
87920
88000
88074
88146
88218
88293
88385
88483
88585
88680
88769
88851
88929
89008
89087
89168
89250
89334
89414
89493
89570
89650
89735
89823
89912
90000
90082
90162
90243
90325
90408
90491
90568
90641
90715
90793
90878
90996
91104
91206
91301
91393
91472
91549
91628
91709
91799
91903
92000
92086
92166
92242
92320
92405
92500
92610
92704
92783
92855
92924
92991
93061
93132
93206
93284
93406
93514
93617
93711
93802
93878
93953
94026
94103
94191
94308
94418
94520
94619
94712
94800
94875
94947
95020
95102
95208
95320
95421
95516
95602
95679
95752
95824
95898
95982
96078
96180
96271
96350
96425
96501
96581
96662
96743
96820
96897
96971
97047
