"cardiac"
79
124
157
236
309
329
381
436
523
590
660
734
817
895
976
1060
1140
1220
1300
1379
1458
1539
1621
1709
1802
1889
1976
2063
2149
2229
2313
2397
2479
2562
2647
2732
2813
2895
2980
3064
3145
3226
3309
3389
3471
3557
3644
3728
3815
3902
3987
4068
4150
4234
4316
4403
4492
4585
4672
4762
4851
4934
5017
5101
5184
5268
5355
5445
5535
5633
5728
5819
5906
5993
6079
6160
6242
6325
6410
6493
6581
6674
6765
6857
6949
7035
7120
7200
7277
7351
7424
7496
7566
7634
7688
7774
7843
7921
8003
8085
8166
8249
8332
8412
8490
8567
8648
8723
8799
8877
8956
9034
9117
9204
9289
9376
9462
9549
9631
9714
9796
9878
9958
10042
10129
10215
10302
10391
10478
10567
10655
10740
10825
10909
10991
11071
11153
11240
11327
11415
11503
11591
11676
11758
11842
11926
12007
12088
12123
12170
12245
12318
12387
12456
12528
12603
12677
12755
12835
12914
12994
13074
13155
13231
13310
13391
13472
13552
13634
13722
13806
13893
13977
14062
14143
14227
14315
14405
14493
14584
14675
14760
14846
14935
15022
15106
15194
15284
15373
15458
15546
15634
15721
15805
15889
15976
16064
16154
16252
16351
16446
16544
16639
16728
16814
16901
16986
17069
17156
17245
17332
17418
17505
17592
17676
17763
17852
17940
18030
18122
18211
18302
18393
18482
18568
18655
18741
18826
18914
19005
19094
19186
19279
19372
19461
19552
19644
19733
19818
19898
19980
20067
20154
20251
20352
20451
20548
20643
20735
20821
20905
20989
21073
21158
21243
21327
21419
21517
21607
21703
21797
21883
21969
22056
22140
22220
22302
22385
22462
22540
22622
22703
22782
22864
22948
23031
23111
23191
23273
23351
23429
23479
23590
23668
23746
23826
23907
23983
24060
24141
24221
24298
24377
24459
24536
24612
24690
24762
24833
24902
24967
25040
25109
25182
25225
25258
25339
25415
25492
25572
25650
25727
25805
25884
25961
26040
26124
26206
26289
26372
26461
26543
26628
26713
26796
26878
26961
27044
27124
27208
27298
27391
27481
27577
27672
27763
27848
27934
28020
28104
28188
28269
28357
28453
28551
28652
28747
28839
28925
29011
29095
29173
29254
29340
29424
29511
29601
29689
29774
29860
29942
30024
30108
30193
30279
30361
30449
30535
30612
30685
30754
30822
30894
30973
31059
31152
31244
31334
31428
31519
31602
31690
31775
31857
31937
32020
32098
32177
32256
32336
32412
32488
32568
32647
32724
32805
32886
32962
33041
33122
33196
33272
33348
33426
33503
33579
33658
33739
33819
33898
33976
34054
34133
34213
34289
34368
34448
34530
34612
34692
34775
34858
34941
35018
35097
35177
35256
35335
35416
35502
35588
35673
35759
35847
35935
36018
36104
36189
36272
36355
36439
36524
36607
36689
36774
36860
36944
37033
37124
37213
37298
37385
37473
37559
37639
37722
37805
37890
37971
38057
38147
38236
38325
38416
38505
38590
38673
38755
38837
38919
38995
39070
39115
39225
39298
39376
39453
39535
39616
39694
39774
39855
39937
40013
40091
40172
40252
40331
40413
40497
40579
40660
40742
40826
40910
40993
41079
41164
41246
41328
41412
41497
41581
41665
41750
41834
41917
41996
42075
42158
42243
42333
42428
42523
42613
42706
42798
42886
42966
43044
43122
43202
43284
43368
43464
43561
43653
43748
43841
43934
44022
44109
44195
44280
44363
44442
44525
44568
44615
44707
44798
44892
44985
45077
45163
45245
45326
45409
45492
45572
45654
45740
45825
45906
45989
46073
46156
46236
46317
46400
46483
46563
46647
46731
46817
46901
46990
47078
47167
47249
47336
47421
47507
47590
47673
47761
47853
47944
48036
48130
48221
48308
48397
48484
48571
48653
48738
48826
48914
49003
49094
49187
49278
49364
49448
49534
49621
49708
49793
49884
49977
50068
50156
50241
50327
50414
50501
50584
50665
50748
50832
