"cardiac"
154
227
303
382
463
539
610
690
779
873
962
1053
1142
1221
1299
1379
1464
1544
1630
1719
1805
1889
1973
2058
2135
2211
2287
2360
2433
2510
2593
2675
2762
2852
2938
3019
3105
3186
3259
3337
3423
3509
3591
3675
3762
3846
3933
4021
4101
4178
4262
4342
4419
4502
4589
4672
4755
4844
4929
5010
5092
5174
5250
5330
5414
5495
5572
5654
5736
5813
5895
5977
6054
6132
6211
6291
6367
6452
6536
6616
6686
6765
6847
6927
7006
7088
7169
7244
7313
7390
7466
7547
7632
7707
7782
7860
7938
8013
8089
8169
8245
8325
8406
8478
8548
8622
8702
8777
8856
8941
9022
9100
9179
9259
9334
9415
9496
9572
9650
9730
9807
9885
9965
10041
10120
10202
10281
10358
10439
10520
10597
10675
10757
10833
10910
10991
11071
11146
11228
11312
11390
11465
11551
11638
11716
11786
11858
11946
12035
12126
12211
12296
12386
12467
12543
12633
12742
12845
12940
13037
13132
13219
13306
13396
13480
13571
13671
13766
13864
13962
14055
14145
14233
14316
14400
14486
14565
14658
14758
14852
14951
15049
15138
15224
15312
15398
15485
15585
15683
15780
15880
15970
16063
16154
16243
16337
16437
16532
16624
16703
16777
16859
16943
17039
17146
17238
17327
17416
17496
17576
17669
17756
17840
17921
18002
18083
18173
18270
18355
18438
18519
18596
18678
18769
18856
18941
19031
19117
19199
19285
19369
19446
19527
19611
19689
19769
19855
19934
20012
20095
20177
20254
20336
20419
20495
20572
20651
20728
20804
20883
20961
21039
21117
21193
21264
21341
21419
21493
21573
21650
21722
21795
21873
21950
22026
22107
22191
22268
22351
22433
22509
22585
22664
22741
22815
22891
22972
23050
23127
23203
23280
23354
23431
23510
23585
23657
23734
23818
23895
23974
24053
24131
24210
24287
24366
24440
24509
24583
24677
24767
24846
24922
25001
25079
25159
25242
25327
25407
25489
25572
25652
25728
25806
25887
25963
26037
26113
26190
26264
26341
26423
26499
26576
26657
26734
26809
26888
26969
27045
27121
27200
27277
27349
27425
27511
27591
27670
27750
27828
27901
27978
28061
28138
28216
28301
28382
28458
28537
28613
28686
28760
28838
28922
29000
29081
29165
29241
29322
29405
29481
29560
29638
29713
29794
29874
29949
30032
30117
30194
30277
30363
30441
30518
30595
30670
30749
30834
30916
30993
31073
31153
31227
31306
31388
31465
31542
31625
31708
31786
31864
31943
32018
32098
32182
32261
32333
32414
32500
32580
32658
32733
32802
32869
32942
33018
33097
33182
33270
33350
33431
33515
33594
33672
33750
33836
33915
33996
34081
34166
34244
34325
34411
34497
34581
34667
34758
34841
34923
35014
35103
35187
35284
35385
35469
35550
35642
35741
35841
35949
36047
36148
36252
36346
36445
36543
36639
36737
36833
36921
37018
37115
37208
37309
37407
37503
37605
37702
37797
37893
37988
38086
38192
38293
38393
38495
38590
38688
38788
38879
38974
39072
39160
39253
39350
39444
39546
39644
39740
39842
39935
40016
40100
40192
40281
40391
40506
40604
40707
40804
40897
40996
41090
41180
41278
41377
41469
